tax_code,year,section,level,group,name,slug,unit,code_ul,code_fl,col_ul,col_fl,sort_order
tn,2017,3,2,,"Снегоходы, мотосани с мощностью двигателя:",s3--снегоходы-мотосани-с-мощностью-двигателя,единиц,1337,2337,,,36
tn,2017,3,3,"Снегоходы, мотосани с мощностью двигателя:","до 50 л.с. (до 36,77 кВт) включительно",s3--до-50-л-с-до-36-77-квт-включительно,единиц,1338,2338,,,37
tn,2017,3,3,"Снегоходы, мотосани с мощностью двигателя:","свыше 50 л.с. (свыше 36,77 кВт)",s3--свыше-50-л-с-свыше-36-77-квт,единиц,1339,2339,,,38
tn,2017,3,1,,из них зарегистрированных в подразделениях Госавтоинспекции МВД России,s3--из-них-зарегистрированных-в-подразделениях-госавтоинспекции-мвд-россии,единиц,1340,2340,,,39
tn,2017,3,1,,водных транспортных средств,s3--водных-транспортных-средств,единиц,1350,2350,,,40
tn,2017,3,2,,"Катера, моторные лодки и другие водные транспортные средства с мощностью двигателя:",s3--катера-моторные-лодки-и-другие-водные-транспортные-средства-с-мощностью-двигателя,единиц,1351,2351,,,41
tn,2017,3,3,"Катера, моторные лодки и другие водные транспортные средства с мощностью двигателя:","до 100 л.с. (до 73,55 кВт) включительно",s3--катера-моторные-лодки-и-другие-водные-транспортные-средства-с-мощностью-двигателя--до-100-л-с-до-73-55-квт-включительно,единиц,1352,2352,,,42
tn,2017,3,3,"Катера, моторные лодки и другие водные транспортные средства с мощностью двигателя:","свыше 100 л.с. (свыше 73,55 кВт)",s3--катера-моторные-лодки-и-другие-водные-транспортные-средства-с-мощностью-двигателя--свыше-100-л-с-свыше-73-55-квт,единиц,1353,2353,,,43
tn,2017,3,2,,Яхты и другие парусно - моторные суда с мощностью двигателя:,s3--яхты-и-другие-парусно-моторные-суда-с-мощностью-двигателя,единиц,1354,2354,,,44
tn,2017,3,3,Яхты и другие парусно - моторные суда с мощностью двигателя:,"до 100 л.с. (до 73,55 кВт) включительно",s3--яхты-и-другие-парусно-моторные-суда-с-мощностью-двигателя--до-100-л-с-до-73-55-квт-включительно,единиц,1355,2355,,,45
tn,2017,3,3,Яхты и другие парусно - моторные суда с мощностью двигателя:,"свыше 100 л.с. (свыше 73,55 кВт)",s3--яхты-и-другие-парусно-моторные-суда-с-мощностью-двигателя--свыше-100-л-с-свыше-73-55-квт,единиц,1356,2356,,,46
tn,2017,3,2,,Гидроциклы с мощностью двигателя:,s3--гидроциклы-с-мощностью-двигателя,единиц,1357,2357,,,47
tn,2017,3,3,Гидроциклы с мощностью двигателя:,"до 100 л.с. (до 73,55 кВт) включительно",s3--гидроциклы-с-мощностью-двигателя--до-100-л-с-до-73-55-квт-включительно,единиц,1358,2358,,,48
tn,2017,3,3,Гидроциклы с мощностью двигателя:,"свыше 100 л.с. (свыше 73,55 кВт)",s3--гидроциклы-с-мощностью-двигателя--свыше-100-л-с-свыше-73-55-квт,единиц,1359,2359,,,49
tn,2017,3,2,,"Несамоходные (буксируемые) суда, для которых определяется валовая вместимость (с каждой регистровой тонны валовой вместимости)",s3--несамоходные-буксируемые-суда-для-которых-определяется-валовая-вместимость-с-каждои-регистровои-тонны-валовои-вместимости,единиц,1360,2360,,,50
tn,2017,3,1,,воздушных транспортных средств,s3--воздушных-транспортных-средств,единиц,1370,2370,,,51
tn,2017,4,0,,"Сумма налога, подлежащая уплате в бюджет - всего, тыс. руб.., в том числе:",s4--сумма-налога-подлежащая-уплате-в-бюджет-всего-тыс-руб-в-том-числе,тыс. руб.,1400,2400,,,52
tn,2017,4,1,,по наземным транспортным средствам,s4--по-наземным-транспортным-средствам,тыс. руб.,1410,2410,,,53
tn,2017,4,2,,Автомобили легковые с мощностью двигателя:,s4--автомобили-легковые-с-мощностью-двигателя,тыс. руб.,1411,2411,,,54
tn,2017,4,3,Автомобили легковые с мощностью двигателя:,"до 100 л.с. (до 73,55 кВт) включительно",s4--автомобили-легковые-с-мощностью-двигателя--до-100-л-с-до-73-55-квт-включительно,тыс. руб.,1412,2412,,,55
tn,2017,4,3,Автомобили легковые с мощностью двигателя:,"свыше 100 л.с. до 150 л.с. (свыше 73,55 кВт до 110,33 кВт) включительно",s4--автомобили-легковые-с-мощностью-двигателя--свыше-100-л-с-до-150-л-с-свыше-73-55-квт-до-110-33-квт-включительно,тыс. руб.,1413,2413,,,56
tn,2017,4,3,Автомобили легковые с мощностью двигателя:,"свыше 150 л.с. до 200 л.с. (свыше 110,33 кВт до 147,1 кВт) включительно",s4--автомобили-легковые-с-мощностью-двигателя--свыше-150-л-с-до-200-л-с-свыше-110-33-квт-до-147-1-квт-включительно,тыс. руб.,1414,2414,,,57
tn,2017,4,3,Автомобили легковые с мощностью двигателя:,"свыше 200 л.с. до 250 л.с. (свыше 147,1 кВт до 183,9 кВт) включительно",s4--автомобили-легковые-с-мощностью-двигателя--свыше-200-л-с-до-250-л-с-свыше-147-1-квт-до-183-9-квт-включительно,тыс. руб.,1415,2415,,,58
tn,2017,4,3,Автомобили легковые с мощностью двигателя:,"свыше 250 л.с. (свыше 183,9 кВт)",s4--автомобили-легковые-с-мощностью-двигателя--свыше-250-л-с-свыше-183-9-квт,тыс. руб.,1416,2416,,,59
tn,2017,4,3,Автомобили легковые с мощностью двигателя:,"в том числе с учетом повышающего коэффициента, установленного в соответствии с п.2 статьи 362 НК РФ",s4--в-том-числе-с-учетом-повышающего-коэффициента-установленного-в-соответствии-с-п-2-статьи-362-нк-рф,тыс. руб.,1417,2417,,,60
tn,2017,4,3,Автомобили легковые с мощностью двигателя:,"коэффициент 1,1",s4--коэффициент-1-1,тыс. руб.,1418,2418,,,61
tn,2017,4,3,Автомобили легковые с мощностью двигателя:,"коэффициент 1,3",s4--коэффициент-1-3,тыс. руб.,1419,2419,,,62
tn,2017,4,1,,"коэффициент 1,5",s4--коэффициент-1-5,тыс. руб.,1420,2420,,,63
tn,2017,4,1,,коэффициент 2,s4--коэффициент-2,тыс. руб.,1421,2421,,,64
tn,2017,4,1,,коэффициент 3,s4--коэффициент-3,тыс. руб.,1422,2422,,,65
tn,2017,4,2,,Мотоциклы и мотороллеры с мощностью двигателя:,s4--мотоциклы-и-мотороллеры-с-мощностью-двигателя,тыс. руб.,1423,2423,,,66
tn,2017,4,3,Мотоциклы и мотороллеры с мощностью двигателя:,"до 20 л.с. (до 14,7 кВт) включительно",s4--до-20-л-с-до-14-7-квт-включительно,тыс. руб.,1424,2424,,,67
tn,2017,4,3,Мотоциклы и мотороллеры с мощностью двигателя:,"свыше 20 л.с. до 35 л.с. (свыше 14,7 кВт до 25,74 кВт) включительно",s4--свыше-20-л-с-до-35-л-с-свыше-14-7-квт-до-25-74-квт-включительно,тыс. руб.,1425,2425,,,68
tn,2017,4,3,Мотоциклы и мотороллеры с мощностью двигателя:,"свыше 35 л.с. (свыше 25,74 кВт)",s4--мотоциклы-и-мотороллеры-с-мощностью-двигателя--свыше-35-л-с-свыше-25-74-квт,тыс. руб.,1426,2426,,,69
tn,2017,4,2,,Автобусы с мощностью двигателя:,s4--автобусы-с-мощностью-двигателя,тыс. руб.,1427,2427,,,70
tn,2017,4,3,Автобусы с мощностью двигателя:,"до 200 л.с. (до 147,1 кВт) включительно",s4--до-200-л-с-до-147-1-квт-включительно,тыс. руб.,1428,2428,,,71
tn,2017,4,3,Автобусы с мощностью двигателя:,"свыше 200 л.с. (свыше 147,1 кВт)",s4--свыше-200-л-с-свыше-147-1-квт,тыс. руб.,1429,2429,,,72
tn,2017,4,2,,Автомобили грузовые с мощностью двигателя:,s4--автомобили-грузовые-с-мощностью-двигателя,тыс. руб.,1430,2430,,,73
tn,2017,4,3,Автомобили грузовые с мощностью двигателя:,"до 100 л.с. (до 73,55 кВт) включительно",s4--автомобили-грузовые-с-мощностью-двигателя--до-100-л-с-до-73-55-квт-включительно,тыс. руб.,1431,2431,,,74
tn,2017,4,3,Автомобили грузовые с мощностью двигателя:,"свыше 100 л.с. до 150 л.с. (свыше 73,55 кВт до 110,33 кВт) включительно",s4--автомобили-грузовые-с-мощностью-двигателя--свыше-100-л-с-до-150-л-с-свыше-73-55-квт-до-110-33-квт-включительно,тыс. руб.,1432,2432,,,75
tn,2017,4,3,Автомобили грузовые с мощностью двигателя:,"свыше 150 л.с. до 200 л.с. (свыше 110,33 кВт до 147,1 кВт) включительно",s4--автомобили-грузовые-с-мощностью-двигателя--свыше-150-л-с-до-200-л-с-свыше-110-33-квт-до-147-1-квт-включительно,тыс. руб.,1433,2433,,,76
tn,2017,4,3,Автомобили грузовые с мощностью двигателя:,"свыше 200 л.с. до 250 л.с. (свыше 147,1 кВт до 183,9 кВт) включительно",s4--автомобили-грузовые-с-мощностью-двигателя--свыше-200-л-с-до-250-л-с-свыше-147-1-квт-до-183-9-квт-включительно,тыс. руб.,1434,2434,,,77
tn,2017,4,3,Автомобили грузовые с мощностью двигателя:,"свыше 250 л.с. (свыше 183,9 кВт)",s4--автомобили-грузовые-с-мощностью-двигателя--свыше-250-л-с-свыше-183-9-квт,тыс. руб.,1435,2435,,,78
tn,2017,4,2,,"Другие самоходные транспортные средства, машины и механизмы на пневматическом и гусеничном ходу",s4--другие-самоходные-транспортные-средства-машины-и-механизмы-на-пневматическом-и-гусеничном-ходу,тыс. руб.,1436,2436,,,79
tn,2017,4,2,,"Снегоходы, мотосани с мощностью двигателя:",s4--снегоходы-мотосани-с-мощностью-двигателя,тыс. руб.,1437,2437,,,80
tn,2017,4,3,"Снегоходы, мотосани с мощностью двигателя:","до 50 л.с. (до 36,77 кВт) включительно",s4--до-50-л-с-до-36-77-квт-включительно,тыс. руб.,1438,2438,,,81
tn,2017,4,3,"Снегоходы, мотосани с мощностью двигателя:","свыше 50 л.с. (свыше 36,77 кВт)",s4--свыше-50-л-с-свыше-36-77-квт,тыс. руб.,1439,2439,,,82
tn,2017,4,1,,из них зарегистрированных в подразделениях Госавтоинспекции МВД России,s4--из-них-зарегистрированных-в-подразделениях-госавтоинспекции-мвд-россии,тыс. руб.,1440,2440,,,83
tn,2017,4,1,,по водным транспортным средствам,s4--по-водным-транспортным-средствам,тыс. руб.,1450,2450,,,84
tn,2017,4,2,,"Катера, моторные лодки и другие водные транспортные средства с мощностью двигателя:",s4--катера-моторные-лодки-и-другие-водные-транспортные-средства-с-мощностью-двигателя,тыс. руб.,1451,2451,,,85
tn,2017,4,3,"Катера, моторные лодки и другие водные транспортные средства с мощностью двигателя:","до 100 л.с. (до 73,55 кВт) включительно",s4--катера-моторные-лодки-и-другие-водные-транспортные-средства-с-мощностью-двигателя--до-100-л-с-до-73-55-квт-включительно,тыс. руб.,1452,2452,,,86
tn,2017,4,3,"Катера, моторные лодки и другие водные транспортные средства с мощностью двигателя:","свыше 100 л.с. (свыше 73,55 кВт)",s4--катера-моторные-лодки-и-другие-водные-транспортные-средства-с-мощностью-двигателя--свыше-100-л-с-свыше-73-55-квт,тыс. руб.,1453,2453,,,87
tn,2017,4,2,,Яхты и другие парусно - моторные суда с мощностью двигателя:,s4--яхты-и-другие-парусно-моторные-суда-с-мощностью-двигателя,тыс. руб.,1454,2454,,,88
tn,2017,4,3,Яхты и другие парусно - моторные суда с мощностью двигателя:,"до 100 л.с. (до 73,55 кВт) включительно",s4--яхты-и-другие-парусно-моторные-суда-с-мощностью-двигателя--до-100-л-с-до-73-55-квт-включительно,тыс. руб.,1455,2455,,,89
tn,2017,4,3,Яхты и другие парусно - моторные суда с мощностью двигателя:,"свыше 100 л.с. (свыше 73,55 кВт)",s4--яхты-и-другие-парусно-моторные-суда-с-мощностью-двигателя--свыше-100-л-с-свыше-73-55-квт,тыс. руб.,1456,2456,,,90
tn,2017,4,2,,Гидроциклы с мощностью двигателя:,s4--гидроциклы-с-мощностью-двигателя,тыс. руб.,1457,2457,,,91
tn,2017,4,3,Гидроциклы с мощностью двигателя:,"до 100 л.с. (до 73,55 кВт) включительно",s4--гидроциклы-с-мощностью-двигателя--до-100-л-с-до-73-55-квт-включительно,тыс. руб.,1458,2458,,,92
tn,2017,4,3,Гидроциклы с мощностью двигателя:,"свыше 100 л.с. (свыше 73,55 кВт)",s4--гидроциклы-с-мощностью-двигателя--свыше-100-л-с-свыше-73-55-квт,тыс. руб.,1459,2459,,,93
tn,2017,4,2,,"Несамоходные (буксируемые) суда, для которых определяется валовая вместимость (с каждой регистровой тонны валовой вместимости)",s4--несамоходные-буксируемые-суда-для-которых-определяется-валовая-вместимость-с-каждои-регистровои-тонны-валовои-вместимости,тыс. руб.,1460,2460,,,94
tn,2017,4,1,,по воздушным транспортным средствам,s4--по-воздушным-транспортным-средствам,тыс. руб.,1470,2470,,,95
tn,2017,5,0,,"Сумма налога, не поступившая в бюджет в связи с предоставлением налогоплательщикам налоговых льгот, в том числе:",s5--сумма-налога-не-поступившая-в-бюджет-в-связи-с-предоставлением-налогоплательщикам-налоговых-льгот-в-том-числе,тыс. руб.,1500,2500,,,96
tn,2018,1,0,,"Количество налогоплательщиков, которым(и) начислен налог к уплате в бюджет, единиц",s1--количество-налогоплательщиков-которым-и-начислен-налог-к-уплате-в-бюджет-единиц,единиц,1100,2100,,,1
tn,2018,1,1,,которым исчислен налог и не предоставлены налоговые льготы,s1--которым-исчислен-налог-и-не-предоставлены-налоговые-льготы,единиц,1110,2110,,,2
tn,2018,1,1,,которым предоставлены налоговые льготы,s1--которым-предоставлены-налоговые-льготы,единиц,1120,2120,,,3
tn,2018,2,0,,"Количество транспортных средств в базе данных налогового органа - всего, единиц, в том числе:",s2--количество-транспортных-средств-в-базе-данных-налогового-органа-всего-единиц-в-том-числе,единиц,1200,2200,,,4
tn,2018,2,1,,наземных транспортных средств,s2--наземных-транспортных-средств,единиц,1210,2210,,,5
tn,2018,2,1,,водных транспортных средств,s2--водных-транспортных-средств,единиц,1220,2220,,,6
tn,2018,2,1,,воздушных транспортных средств,s2--воздушных-транспортных-средств,единиц,1230,2230,,,7
tn,2018,3,0,,"Количество транспортных средств, по которым начислен налог к уплате в бюджет - всего, единиц, в том числе:",s3--количество-транспортных-средств-по-которым-начислен-налог-к-уплате-в-бюджет-всего-единиц-в-том-числе,единиц,1300,2300,,,8
tn,2018,3,1,,наземных транспортных средств,s3--наземных-транспортных-средств,единиц,1310,2310,,,9
tn,2018,3,2,,Автомобили легковые с мощностью двигателя:,s3--автомобили-легковые-с-мощностью-двигателя,единиц,1311,2311,,,10
tn,2018,3,3,Автомобили легковые с мощностью двигателя:,"до 100 л.с. (до 73,55 кВт) включительно",s3--автомобили-легковые-с-мощностью-двигателя--до-100-л-с-до-73-55-квт-включительно,единиц,1312,2312,,,11
tn,2018,3,3,Автомобили легковые с мощностью двигателя:,"свыше 100 л.с. до 150 л.с. (свыше 73,55 кВт до 110,33 кВт) включительно",s3--автомобили-легковые-с-мощностью-двигателя--свыше-100-л-с-до-150-л-с-свыше-73-55-квт-до-110-33-квт-включительно,единиц,1313,2313,,,12
tn,2018,3,3,Автомобили легковые с мощностью двигателя:,"свыше 150 л.с. до 200 л.с. (свыше 110,33 кВт до 147,1 кВт) включительно",s3--автомобили-легковые-с-мощностью-двигателя--свыше-150-л-с-до-200-л-с-свыше-110-33-квт-до-147-1-квт-включительно,единиц,1314,2314,,,13
tn,2018,3,3,Автомобили легковые с мощностью двигателя:,"свыше 200 л.с. до 250 л.с. (свыше 147,1 кВт до 183,9 кВт) включительно",s3--автомобили-легковые-с-мощностью-двигателя--свыше-200-л-с-до-250-л-с-свыше-147-1-квт-до-183-9-квт-включительно,единиц,1315,2315,,,14
tn,2018,3,3,Автомобили легковые с мощностью двигателя:,"свыше 250 л.с. (свыше 183,9 кВт)",s3--автомобили-легковые-с-мощностью-двигателя--свыше-250-л-с-свыше-183-9-квт,единиц,1316,2316,,,15
tn,2018,3,3,Автомобили легковые с мощностью двигателя:,"в том числе с учетом повышающего коэффициента, установленного в соответствии с п.2 статьи 362 НК РФ",s3--в-том-числе-с-учетом-повышающего-коэффициента-установленного-в-соответствии-с-п-2-статьи-362-нк-рф,единиц,1317,2317,,,16
tn,2018,3,3,Автомобили легковые с мощностью двигателя:,"коэффициент 1,1",s3--коэффициент-1-1,единиц,1318,2318,,,17
tn,2018,3,3,Автомобили легковые с мощностью двигателя:,коэффициент 2,s3--автомобили-легковые-с-мощностью-двигателя--коэффициент-2,единиц,1319,2319,,,18
tn,2018,3,1,,коэффициент 3,s3--коэффициент-3,единиц,1320,2320,,,19
tn,2018,3,2,,Мотоциклы и мотороллеры с мощностью двигателя:,s3--мотоциклы-и-мотороллеры-с-мощностью-двигателя,единиц,1321,2321,,,20
tn,2018,3,3,Мотоциклы и мотороллеры с мощностью двигателя:,"до 20 л.с. (до 14,7 кВт) включительно",s3--до-20-л-с-до-14-7-квт-включительно,единиц,1322,2322,,,21
tn,2018,3,3,Мотоциклы и мотороллеры с мощностью двигателя:,"свыше 20 л.с. до 35 л.с. (свыше 14,7 кВт до 25,74 кВт) включительно",s3--свыше-20-л-с-до-35-л-с-свыше-14-7-квт-до-25-74-квт-включительно,единиц,1323,2323,,,22
tn,2018,3,3,Мотоциклы и мотороллеры с мощностью двигателя:,"свыше 35 л.с. (свыше 25,74 кВт)",s3--мотоциклы-и-мотороллеры-с-мощностью-двигателя--свыше-35-л-с-свыше-25-74-квт,единиц,1324,2324,,,23
tn,2018,3,2,,Автобусы с мощностью двигателя:,s3--автобусы-с-мощностью-двигателя,единиц,1325,2325,,,24
tn,2018,3,3,Автобусы с мощностью двигателя:,"до 200 л.с. (до 147,1 кВт) включительно",s3--до-200-л-с-до-147-1-квт-включительно,единиц,1326,2326,,,25
tn,2018,3,3,Автобусы с мощностью двигателя:,"свыше 200 л.с. (свыше 147,1 кВт)",s3--свыше-200-л-с-свыше-147-1-квт,единиц,1327,2327,,,26
tn,2018,3,2,,Автомобили грузовые с мощностью двигателя:,s3--автомобили-грузовые-с-мощностью-двигателя,единиц,1328,2328,,,27
tn,2018,3,3,Автомобили грузовые с мощностью двигателя:,"до 100 л.с. (до 73,55 кВт) включительно",s3--автомобили-грузовые-с-мощностью-двигателя--до-100-л-с-до-73-55-квт-включительно,единиц,1329,2329,,,28
tn,2018,3,1,,"свыше 100 л.с. до 150 л.с. (свыше 73,55 кВт до 110,33 кВт) включительно",s3--свыше-100-л-с-до-150-л-с-свыше-73-55-квт-до-110-33-квт-включительно,единиц,1330,2330,,,29
tn,2018,3,1,,"свыше 150 л.с. до 200 л.с. (свыше 110,33 кВт до 147,1 кВт) включительно",s3--свыше-150-л-с-до-200-л-с-свыше-110-33-квт-до-147-1-квт-включительно,единиц,1331,2331,,,30
tn,2018,3,1,,"свыше 200 л.с. до 250 л.с. (свыше 147,1 кВт до 183,9 кВт) включительно",s3--свыше-200-л-с-до-250-л-с-свыше-147-1-квт-до-183-9-квт-включительно,единиц,1332,2332,,,31
tn,2018,3,1,,"свыше 250 л.с. (свыше 183,9 кВт)",s3--свыше-250-л-с-свыше-183-9-квт,единиц,1333,2333,,,32
tn,2018,3,2,,"Другие самоходные транспортные средства, машины и механизмы на пневматическом и гусеничном ходу",s3--другие-самоходные-транспортные-средства-машины-и-механизмы-на-пневматическом-и-гусеничном-ходу,единиц,1334,2334,,,33
tn,2018,3,2,,"Снегоходы, мотосани с мощностью двигателя:",s3--снегоходы-мотосани-с-мощностью-двигателя,единиц,1335,2335,,,34
tn,2018,3,3,"Снегоходы, мотосани с мощностью двигателя:","до 50 л.с. (до 36,77 кВт) включительно",s3--до-50-л-с-до-36-77-квт-включительно,единиц,1336,2336,,,35
tn,2018,3,3,"Снегоходы, мотосани с мощностью двигателя:","свыше 50 л.с. (свыше 36,77 кВт)",s3--свыше-50-л-с-свыше-36-77-квт,единиц,1337,2337,,,36
tn,2018,3,3,"Снегоходы, мотосани с мощностью двигателя:",из них зарегистрированных в подразделениях Госавтоинспекции МВД России,s3--снегоходы-мотосани-с-мощностью-двигателя--из-них-зарегистрированных-в-подразделениях-госавтоинспекции-мвд-россии,единиц,1338,2338,,,37
tn,2018,3,1,,водных транспортных средств,s3--водных-транспортных-средств,единиц,1350,2340,,,38
tn,2018,3,2,,"Катера, моторные лодки и другие водные транспортные средства с мощностью двигателя:",s3--катера-моторные-лодки-и-другие-водные-транспортные-средства-с-мощностью-двигателя,единиц,1351,2341,,,39
tn,2018,3,3,"Катера, моторные лодки и другие водные транспортные средства с мощностью двигателя:","до 100 л.с. (до 73,55 кВт) включительно",s3--катера-моторные-лодки-и-другие-водные-транспортные-средства-с-мощностью-двигателя--до-100-л-с-до-73-55-квт-включительно,единиц,1352,2342,,,40
tn,2018,3,3,"Катера, моторные лодки и другие водные транспортные средства с мощностью двигателя:","свыше 100 л.с. (свыше 73,55 кВт)",s3--катера-моторные-лодки-и-другие-водные-транспортные-средства-с-мощностью-двигателя--свыше-100-л-с-свыше-73-55-квт,единиц,1353,2343,,,41
tn,2018,3,2,,Яхты и другие парусно - моторные суда с мощностью двигателя:,s3--яхты-и-другие-парусно-моторные-суда-с-мощностью-двигателя,единиц,1354,2344,,,42
tn,2018,3,3,Яхты и другие парусно - моторные суда с мощностью двигателя:,"до 100 л.с. (до 73,55 кВт) включительно",s3--яхты-и-другие-парусно-моторные-суда-с-мощностью-двигателя--до-100-л-с-до-73-55-квт-включительно,единиц,1355,2345,,,43
tn,2018,3,3,Яхты и другие парусно - моторные суда с мощностью двигателя:,"свыше 100 л.с. (свыше 73,55 кВт)",s3--яхты-и-другие-парусно-моторные-суда-с-мощностью-двигателя--свыше-100-л-с-свыше-73-55-квт,единиц,1356,2346,,,44
tn,2018,3,2,,Гидроциклы с мощностью двигателя:,s3--гидроциклы-с-мощностью-двигателя,единиц,1357,2347,,,45
tn,2018,3,3,Гидроциклы с мощностью двигателя:,"до 100 л.с. (до 73,55 кВт) включительно",s3--гидроциклы-с-мощностью-двигателя--до-100-л-с-до-73-55-квт-включительно,единиц,1358,2348,,,46
tn,2018,3,3,Гидроциклы с мощностью двигателя:,"свыше 100 л.с. (свыше 73,55 кВт)",s3--гидроциклы-с-мощностью-двигателя--свыше-100-л-с-свыше-73-55-квт,единиц,1359,2349,,,47
tn,2018,3,2,,"Несамоходные (буксируемые) суда, для которых определяется валовая вместимость (с каждой регистровой тонны валовой вместимости)",s3--несамоходные-буксируемые-суда-для-которых-определяется-валовая-вместимость-с-каждои-регистровои-тонны-валовои-вместимости,единиц,1360,2350,,,48
tn,2018,3,1,,воздушных транспортных средств,s3--воздушных-транспортных-средств,единиц,1370,2360,,,49
tn,2018,4,0,,"Сумма налога, подлежащая уплате в бюджет - всего, тыс. руб.., в том числе:",s4--сумма-налога-подлежащая-уплате-в-бюджет-всего-тыс-руб-в-том-числе,тыс. руб.,1400,2400,,,50
tn,2018,4,1,,по наземным транспортным средствам,s4--по-наземным-транспортным-средствам,тыс. руб.,1410,2410,,,51
tn,2018,4,2,,Автомобили легковые с мощностью двигателя:,s4--автомобили-легковые-с-мощностью-двигателя,тыс. руб.,1411,2411,,,52
tn,2018,4,3,Автомобили легковые с мощностью двигателя:,"до 100 л.с. (до 73,55 кВт) включительно",s4--автомобили-легковые-с-мощностью-двигателя--до-100-л-с-до-73-55-квт-включительно,тыс. руб.,1412,2412,,,53
tn,2018,4,3,Автомобили легковые с мощностью двигателя:,"свыше 100 л.с. до 150 л.с. (свыше 73,55 кВт до 110,33 кВт) включительно",s4--автомобили-легковые-с-мощностью-двигателя--свыше-100-л-с-до-150-л-с-свыше-73-55-квт-до-110-33-квт-включительно,тыс. руб.,1413,2413,,,54
tn,2018,4,3,Автомобили легковые с мощностью двигателя:,"свыше 150 л.с. до 200 л.с. (свыше 110,33 кВт до 147,1 кВт) включительно",s4--автомобили-легковые-с-мощностью-двигателя--свыше-150-л-с-до-200-л-с-свыше-110-33-квт-до-147-1-квт-включительно,тыс. руб.,1414,2414,,,55
tn,2018,4,3,Автомобили легковые с мощностью двигателя:,"свыше 200 л.с. до 250 л.с. (свыше 147,1 кВт до 183,9 кВт) включительно",s4--автомобили-легковые-с-мощностью-двигателя--свыше-200-л-с-до-250-л-с-свыше-147-1-квт-до-183-9-квт-включительно,тыс. руб.,1415,2415,,,56
tn,2018,4,3,Автомобили легковые с мощностью двигателя:,"свыше 250 л.с. (свыше 183,9 кВт)",s4--автомобили-легковые-с-мощностью-двигателя--свыше-250-л-с-свыше-183-9-квт,тыс. руб.,1416,2416,,,57
tn,2018,4,3,Автомобили легковые с мощностью двигателя:,"в том числе с учетом повышающего коэффициента, установленного в соответствии с п.2 статьи 362 НК РФ",s4--в-том-числе-с-учетом-повышающего-коэффициента-установленного-в-соответствии-с-п-2-статьи-362-нк-рф,тыс. руб.,1417,2417,,,58
tn,2018,4,3,Автомобили легковые с мощностью двигателя:,"коэффициент 1,1",s4--коэффициент-1-1,тыс. руб.,1418,2418,,,59
tn,2018,4,3,Автомобили легковые с мощностью двигателя:,коэффициент 2,s4--автомобили-легковые-с-мощностью-двигателя--коэффициент-2,тыс. руб.,1419,2419,,,60
tn,2018,4,1,,коэффициент 3,s4--коэффициент-3,тыс. руб.,1420,2420,,,61
tn,2018,4,2,,Мотоциклы и мотороллеры с мощностью двигателя:,s4--мотоциклы-и-мотороллеры-с-мощностью-двигателя,тыс. руб.,1421,2421,,,62
tn,2018,4,3,Мотоциклы и мотороллеры с мощностью двигателя:,"до 20 л.с. (до 14,7 кВт) включительно",s4--до-20-л-с-до-14-7-квт-включительно,тыс. руб.,1422,2422,,,63
tn,2018,4,3,Мотоциклы и мотороллеры с мощностью двигателя:,"свыше 20 л.с. до 35 л.с. (свыше 14,7 кВт до 25,74 кВт) включительно",s4--свыше-20-л-с-до-35-л-с-свыше-14-7-квт-до-25-74-квт-включительно,тыс. руб.,1423,2423,,,64
tn,2018,4,3,Мотоциклы и мотороллеры с мощностью двигателя:,"свыше 35 л.с. (свыше 25,74 кВт)",s4--мотоциклы-и-мотороллеры-с-мощностью-двигателя--свыше-35-л-с-свыше-25-74-квт,тыс. руб.,1424,2424,,,65
tn,2018,4,2,,Автобусы с мощностью двигателя:,s4--автобусы-с-мощностью-двигателя,тыс. руб.,1425,2425,,,66
tn,2018,4,3,Автобусы с мощностью двигателя:,"до 200 л.с. (до 147,1 кВт) включительно",s4--до-200-л-с-до-147-1-квт-включительно,тыс. руб.,1426,2426,,,67
tn,2018,4,3,Автобусы с мощностью двигателя:,"свыше 200 л.с. (свыше 147,1 кВт)",s4--свыше-200-л-с-свыше-147-1-квт,тыс. руб.,1427,2427,,,68
tn,2018,4,2,,Автомобили грузовые с мощностью двигателя:,s4--автомобили-грузовые-с-мощностью-двигателя,тыс. руб.,1428,2428,,,69
tn,2018,4,3,Автомобили грузовые с мощностью двигателя:,"до 100 л.с. (до 73,55 кВт) включительно",s4--автомобили-грузовые-с-мощностью-двигателя--до-100-л-с-до-73-55-квт-включительно,тыс. руб.,1429,2429,,,70
tn,2018,4,1,,"свыше 100 л.с. до 150 л.с. (свыше 73,55 кВт до 110,33 кВт) включительно",s4--свыше-100-л-с-до-150-л-с-свыше-73-55-квт-до-110-33-квт-включительно,тыс. руб.,1430,2430,,,71
tn,2018,4,1,,"свыше 150 л.с. до 200 л.с. (свыше 110,33 кВт до 147,1 кВт) включительно",s4--свыше-150-л-с-до-200-л-с-свыше-110-33-квт-до-147-1-квт-включительно,тыс. руб.,1431,2431,,,72
tn,2018,4,1,,"свыше 200 л.с. до 250 л.с. (свыше 147,1 кВт до 183,9 кВт) включительно",s4--свыше-200-л-с-до-250-л-с-свыше-147-1-квт-до-183-9-квт-включительно,тыс. руб.,1432,2432,,,73
tn,2018,4,1,,"свыше 250 л.с. (свыше 183,9 кВт)",s4--свыше-250-л-с-свыше-183-9-квт,тыс. руб.,1433,2433,,,74
